Date,Time,Site,Unit ID,User ID,°C,mmHg,DO %,DO mg/L,SPC-uS/cm,pH,ORP mV,FNU,TSS mg/L,Chl ug/L,PE ug/L,PC ug/L,DEP m
6/6/23,14:59:04,<None>,,,22,753,109,9.52,107.1,8.02,677.9,3.59,0,,,,0.26
6/6/23,15:04:04,<None>,,,22.2,752.8,109.8,9.56,107.1,8.01,676.6,3.5,0,,,,0.261
6/6/23,15:09:04,<None>,,,22.4,752.7,110.1,9.55,107.2,8,676.2,3.5,0,,,,0.26
6/6/23,15:14:04,<None>,,,22.5,752.7,109.6,9.49,107.2,7.99,674.7,3.51,0,,,,0.259
sep=,,,,,,,,,,,,,,,,,
6/7/23,5:49:37,<None>,,,19.2,753.8,104.8,9.67,112.7,7.9,639.7,3.55,0,,,,0.269
6/7/23,5:54:37,<None>,,,19.3,753.6,104.5,9.63,112.8,7.91,667,3.67,0,,,,0.268
6/7/23,5:59:37,<None>,,,19.3,753.8,104.1,9.59,112.8,7.92,673.5,3.78,0,,,,0.268
6/7/23,6:04:37,<None>,,,19.3,753.7,103.9,9.57,112.8,7.93,676.5,3.92,0,,,,0.269
6/7/23,6:09:37,<None>,,,19.4,753.8,103.7,9.54,112.8,7.93,679.1,3.68,0,,,,0.269
6/7/23,6:14:37,<None>,,,19.4,753.8,103.5,9.52,112.8,7.95,681.3,3.76,0,,,,0.269
6/7/23,6:19:37,<None>,,,19.4,753.8,103.2,9.49,112.8,7.95,682.9,3.82,0,,,,0.267
6/7/23,6:24:37,<None>,,,19.5,753.7,103.1,9.47,112.8,7.96,684.5,3.62,0,,,,0.268
6/7/23,6:29:37,<None>,,,19.6,753.7,103.2,9.46,112.8,7.96,685.4,3.61,0,,,,0.269
6/7/23,6:34:37,<None>,,,19.6,753.7,103,9.44,112.8,7.96,685.4,3.66,0,,,,0.269
6/7/23,6:39:37,<None>,,,19.7,753.7,103,9.42,112.8,7.97,685.8,3.67,0,,,,0.269
6/7/23,6:44:37,<None>,,,19.7,753.7,103,9.41,112.8,7.98,686,3.74,0,,,,0.269
6/7/23,6:49:37,<None>,,,19.7,753.8,103,9.41,112.8,7.98,686.5,3.69,0,,,,0.27
6/7/23,6:54:37,<None>,,,19.8,753.9,102.8,9.39,112.8,7.98,687.3,3.69,0,,,,0.272
6/7/23,6:59:37,<None>,,,19.8,753.8,102.8,9.38,112.8,7.99,688.5,3.72,0,,,,0.27
6/7/23,7:04:37,<None>,,,19.8,753.9,102.7,9.36,112.8,7.99,689,3.24,0,,,,0.271
6/7/23,7:09:37,<None>,,,19.9,753.7,102.7,9.35,112.8,7.99,689.1,3.25,0,,,,0.271
6/7/23,7:14:36,<None>,,,19.9,753.9,102.6,9.34,112.7,7.98,689,3.24,0,,,,0.271
6/7/23,7:19:36,<None>,,,19.8,753.8,102.5,9.35,112.8,7.98,690.6,3.26,0,,,,0.273
6/7/23,7:24:36,<None>,,,19.8,753.9,101.7,9.29,112.7,7.99,690.2,3.27,0,,,,0.272
6/7/23,7:29:36,<None>,,,19.9,753.9,101.8,9.27,112.7,8,690.4,3.29,0,,,,0.272
6/7/23,7:34:36,<None>,,,20.1,753.9,102.4,9.29,112.7,8,691.1,3.3,0,,,,0.272
6/7/23,7:39:36,<None>,,,20.3,753.9,103,9.31,112.7,8,690.1,3.24,0,,,,0.274
6/7/23,7:44:36,<None>,,,20.4,753.9,103,9.3,112.7,8.01,689.8,3.25,0,,,,0.273
6/7/23,7:49:36,<None>,,,20.5,753.9,103,9.28,112.7,8.02,689.9,3.34,0,,,,0.276
6/7/23,7:54:36,<None>,,,20.5,753.9,103.2,9.28,112.7,8.02,690,3.33,0,,,,0.273
6/7/23,7:59:36,<None>,,,20.6,754,103.2,9.26,112.7,8.03,690,3.26,0,,,,0.276
6/7/23,8:04:36,<None>,,,20.7,753.9,103.2,9.25,112.7,8.03,689.9,3.28,0,,,,0.275
6/7/23,8:09:36,<None>,,,20.8,754.1,103.3,9.25,112.7,8.03,689.4,3.29,0,,,,0.274
6/7/23,8:14:36,<None>,,,20.8,754,103.3,9.24,112.7,8.04,689.7,3.34,0,,,,0.276
6/7/23,8:19:36,<None>,,,20.9,754,103.2,9.22,113,8.04,689.2,3.29,0,,,,0.276
6/7/23,8:24:36,<None>,,,20.9,754,103.2,9.21,112.9,8.04,689.5,3.3,0,,,,0.276
6/7/23,8:29:36,<None>,,,21,754.1,103.2,9.2,113,8.04,689.2,3.29,0,,,,0.274
6/7/23,8:34:36,<None>,,,21.1,753.9,103.4,9.2,113,8.04,689.6,3.24,0,,,,0.274
6/7/23,8:39:36,<None>,,,21.1,754,103.6,9.21,113,8.04,689.5,3.25,0,,,,0.274
6/7/23,8:44:36,<None>,,,21.2,754.1,103.5,9.2,113,8.04,689.9,3.21,0,,,,0.275
6/7/23,8:49:36,<None>,,,21.3,753.9,103.5,9.18,113,8.04,690,3.24,0,,,,0.275
6/7/23,8:54:36,<None>,,,21.3,753.9,103.4,9.16,113.1,8.04,689.8,3.18,0,,,,0.275
6/7/23,8:59:36,<None>,,,21.3,754,103.5,9.17,113.1,8.04,689.8,3.23,0,,,,0.276
6/7/23,9:04:36,<None>,,,21.2,754,103,9.15,124.1,7.99,696.4,3.31,0,,,,0.276
6/7/23,9:09:36,<None>,,,21.2,753.9,102.8,9.14,130.2,7.8,718.9,3.41,0,,,,0.273
6/7/23,9:14:36,<None>,,,21.2,753.9,101.8,9.03,126.8,7.67,730,3.28,0,,,,0.274
6/7/23,9:19:36,<None>,,,21.5,753.9,102.9,9.07,117.3,7.69,723.2,3.25,0,,,,0.276
6/7/23,9:24:36,<None>,,,21.7,753.9,102.9,9.05,115.1,7.78,712.8,3.25,0,,,,0.273
6/7/23,9:29:36,<None>,,,21.7,753.9,102.8,9.03,114.7,7.83,706.8,3.25,0,,,,0.274
6/7/23,9:34:36,<None>,,,21.8,753.9,102.6,9.01,114.6,7.87,702.3,3.26,0,,,,0.274
6/7/23,9:39:36,<None>,,,21.8,753.9,102.6,9.01,114.5,7.88,700.9,3.26,0,,,,0.273
6/7/23,9:44:36,<None>,,,21.8,753.9,103,9.04,114.5,7.91,699.9,3.24,0,,,,0.274
6/7/23,9:49:36,<None>,,,21.9,753.9,103.4,9.06,114.5,7.93,699.3,3.27,0,,,,0.272
6/7/23,9:54:36,<None>,,,22,753.9,103.6,9.06,114.6,7.94,698.9,3.28,0,,,,0.275
6/7/23,9:59:36,<None>,,,22,753.8,103.7,9.06,114.4,7.94,698.4,3.24,0,,,,0.274
6/7/23,10:04:36,<None>,,,22,753.9,103.7,9.07,114.1,7.95,698.1,3.25,0,,,,0.273
6/7/23,10:09:36,<None>,,,21.1,753.9,102.8,9.14,107.7,8,699.9,3.25,0,,,,0.273
6/7/23,10:14:36,<None>,,,20.8,753.9,103,9.22,106.8,8,701.1,3.23,0,,,,0.273
6/7/23,10:19:36,<None>,,,20.9,753.7,102.6,9.17,107,7.99,700.5,3.23,0,,,,0.271
6/7/23,10:24:36,<None>,,,21.8,753.7,102.9,9.03,111.9,7.99,699.7,3.24,0,,,,0.273
6/7/23,10:29:36,<None>,,,22.2,753.6,104,9.07,112.6,7.98,697.4,3.25,0,,,,0.269
6/7/23,10:34:36,<None>,,,22.3,753.6,103.9,9.04,112.7,7.96,695.9,3.26,0,,,,0.27
6/7/23,10:39:36,<None>,,,22.4,753.6,104,9.03,112.7,7.96,695.7,3.23,0,,,,0.27
6/7/23,10:44:36,<None>,,,22.5,753.6,104.1,9.01,112.8,7.96,695.7,3.27,0,,,,0.269
6/7/23,10:49:36,<None>,,,22.7,753.6,104.3,9,112.8,7.97,695.2,3.24,0,,,,0.269
6/7/23,10:54:36,<None>,,,22.8,753.4,104.2,8.97,112.9,7.98,693.9,3.27,0,,,,0.267
6/7/23,10:59:36,<None>,,,22.6,753.5,104,8.98,112.8,7.98,694.1,3.31,0,,,,0.268
6/7/23,11:04:36,<None>,,,22.6,753.4,103.8,8.97,112.6,7.98,695,3.26,0,,,,0.266
6/7/23,11:09:36,<None>,,,21.8,753.4,102.8,9.01,106.3,8.01,696.2,3.24,0,,,,0.264
6/7/23,11:14:36,<None>,,,21.3,753.4,102.9,9.12,105.8,8.02,698.9,3.2,0,,,,0.265
6/7/23,11:19:36,<None>,,,21.3,753.4,102.7,9.11,105.7,8.02,698.5,3.2,0,,,,0.265
6/7/23,11:24:36,<None>,,,22.1,753.4,102.6,8.95,110.3,8.01,698.3,3.26,0,,,,0.264
6/7/23,11:29:36,<None>,,,22.6,753.3,103.8,8.97,111.4,8,696.7,3.25,0,,,,0.263
6/7/23,11:34:36,<None>,,,22.7,753.3,103.7,8.93,111.6,7.98,695.1,3.29,0,,,,0.263
6/7/23,11:39:36,<None>,,,22.8,753.2,103.6,8.92,111.7,7.98,693.7,3.27,0,,,,0.264
6/7/23,11:44:36,<None>,,,22.8,753.2,103.7,8.92,111.7,7.99,693.3,3.28,0,,,,0.261
6/7/23,11:49:36,<None>,,,22.9,753.2,103.7,8.91,111.7,7.97,694.5,3.26,0,,,,0.261
6/7/23,11:54:36,<None>,,,22.9,753.2,103.6,8.9,111.7,7.98,693.9,3.27,0,,,,0.262
6/7/23,11:59:36,<None>,,,22.8,753.1,103.6,8.92,111.7,7.99,693.1,3.24,0,,,,0.259
6/7/23,12:04:35,<None>,,,22.7,753,103.5,8.93,111.7,7.99,694,3.27,0,,,,0.261
6/7/23,12:09:35,<None>,,,22.1,753,102.6,8.95,107.7,8,695.1,3.27,0,,,,0.259
6/7/23,12:14:35,<None>,,,21.4,753,102.5,9.06,105.8,8.01,700.2,3.27,0,,,,0.258
6/7/23,12:19:35,<None>,,,21.4,753,102.4,9.05,105.6,8,699.7,3.19,0,,,,0.261
6/7/23,12:24:35,<None>,,,21.8,753,102.6,9,107.7,8,700.5,3.24,0,,,,0.258
6/7/23,12:29:35,<None>,,,22.8,752.8,103,8.86,110.5,8,698.4,3.22,0,,,,0.256
6/7/23,12:34:35,<None>,,,23.1,752.9,103.8,8.89,110.8,7.99,695.8,3.25,0,,,,0.256
6/7/23,12:39:35,<None>,,,23.2,752.7,103.6,8.86,110.9,7.99,694.4,3.27,0,,,,0.258
6/7/23,12:44:35,<None>,,,22.8,752.8,103.2,8.89,110.9,7.99,695.4,3.27,0,,,,0.257
6/7/23,12:49:35,<None>,,,22.6,752.8,103.3,8.92,110.9,8,695.4,3.26,0,,,,0.257
6/7/23,12:54:35,<None>,,,22.6,752.8,103.1,8.91,110.9,8,696.1,3.23,0,,,,0.256
6/7/23,12:59:35,<None>,,,22.5,752.8,103.2,8.93,110.9,8,696.4,3.28,0,,,,0.254
6/7/23,13:04:35,<None>,,,22.6,752.8,103.2,8.93,110.9,8,696.8,3.26,0,,,,0.257
6/7/23,13:09:35,<None>,,,22.9,752.7,103.4,8.88,111.1,8.01,696,3.26,0,,,,0.256
6/7/23,13:14:35,<None>,,,22.2,752.7,102,8.88,106.3,8.01,698.2,3.24,0,,,,0.255
6/7/23,13:19:35,<None>,,,21.4,752.7,102.8,9.09,105.3,8.01,704,3.18,0,,,,0.255
6/7/23,13:24:35,<None>,,,21.3,752.7,102.2,9.05,105.2,8.01,704.2,3.16,0,,,,0.254
6/7/23,13:29:35,<None>,,,22.3,752.7,101.9,8.85,109.1,8,703.6,3.22,0,,,,0.254
6/7/23,13:34:35,<None>,,,23,752.6,103,8.83,110.1,8.01,699.6,3.27,0,,,,0.252
6/7/23,13:39:35,<None>,,,23.1,752.6,103.5,8.86,110.3,8,697.2,3.25,0,,,,0.253
6/7/23,13:44:35,<None>,,,23.1,752.6,103.3,8.84,110.3,7.99,696.5,3.24,0,,,,0.253
6/7/23,13:49:35,<None>,,,23.1,752.6,103.3,8.84,110.3,7.99,696.3,3.28,0,,,,0.254
6/7/23,13:54:35,<None>,,,23.2,752.6,103.2,8.82,110.4,7.99,696.8,3.3,0,,,,0.253
6/7/23,13:59:35,<None>,,,23,752.5,103,8.83,110.3,7.99,696.8,3.23,0,,,,0.253
6/7/23,14:04:35,<None>,,,22.9,752.5,103,8.86,110.3,7.99,697.1,3.2,0,,,,0.253
6/7/23,14:09:35,<None>,,,23.1,752.5,103.2,8.83,110.5,8,695.9,3.28,0,,,,0.251
6/7/23,14:14:35,<None>,,,22.9,752.5,101.7,8.75,107.3,8,696.7,3.3,0,,,,0.252
6/7/23,14:19:35,<None>,,,21.6,752.4,105.1,9.25,107.2,8.01,704.2,3.39,0,,,,0.252
6/7/23,14:24:35,<None>,,,21.2,752.4,103.6,9.2,106.8,8.01,708.1,3.21,0,,,,0.251
6/7/23,14:29:35,<None>,,,21.3,752.4,102.9,9.12,108.5,7.98,709.6,3.2,0,,,,0.25
6/7/23,14:34:35,<None>,,,22.6,752.3,103.4,8.94,111.7,7.98,705.2,3.2,0,,,,0.249
6/7/23,14:39:35,<None>,,,22.9,752.4,104.9,9.01,111.9,7.98,702,3.23,0,,,,0.249
6/7/23,14:44:35,<None>,,,22.9,752.2,104.4,8.97,111.9,7.97,699.7,3.24,0,,,,0.248
6/7/23,14:49:35,<None>,,,22.9,752.3,104.7,9,112,7.97,699.1,3.27,0,,,,0.248
6/7/23,14:54:35,<None>,,,22.8,752.2,104.9,9.03,112,7.98,699.3,3.25,0,,,,0.249
6/7/23,14:59:35,<None>,,,22.8,752.3,104.7,9.02,112.1,7.97,699.6,3.22,0,,,,0.248
6/7/23,15:04:35,<None>,,,22.7,752.2,104.8,9.04,112.2,7.99,700,3.25,0,,,,0.249
6/7/23,15:09:35,<None>,,,22.7,752.2,104.8,9.04,112.3,8,700.6,3.21,0,,,,0.248
6/7/23,15:14:35,<None>,,,22.7,752.3,104.8,9.04,112.3,8.01,701.2,3.27,0,,,,0.248
6/7/23,15:19:35,<None>,,,22.7,752.2,104.7,9.03,112.3,8.01,701.5,3.24,0,,,,0.247
6/7/23,15:24:35,<None>,,,22.7,752.1,104.6,9.03,112.4,8.01,701.8,3.21,0,,,,0.248
6/7/23,15:29:35,<None>,,,22.7,752.1,104.5,9.02,112.4,8.01,701.7,3.2,0,,,,0.249
6/7/23,15:34:35,<None>,,,22.7,752.1,104.3,9,112.4,8.01,701.8,3.21,0,,,,0.247
sep=,,,,,,,,,,,,,,,,,
3/29/24,13:18:52,<None>,,,9,746.8,106.5,12.28,608,8.06,203.7,17.39,0,,,,0.529