sample_name,rundate,doc_mg_l,tdn_mg_l,npoc_flag,tdn_flag,Event,Plot,Grid,Timepoint,Pool_Timepoint,date,time,datetime,plot,Group
TMP_SW_POOL_20230515,20230531,45.91,1.5,pooled sample,pooled sample,TMP,SW,POOL,NA,NA,2023-05-15,11:59:00,2023-05-15T18:59:00Z,Estuarine-water,2023-05-01
TMP_C_I5_20230603,20230608,20.45,0.44,NA,NA,TMP,C,I5,NA,NA,2023-06-03,14:00:00,2023-06-03T21:00:00Z,Control,2023-06-03
TMP_C_H6_20230603,20230608,24.67,0.53,NA,NA,TMP,C,H6,NA,NA,2023-06-03,14:15:00,2023-06-03T21:15:00Z,Control,2023-06-03
TMP_C_C6_20230603,20230608,21.48,0.32,NA,NA,TMP,C,C6,NA,NA,2023-06-03,14:41:00,2023-06-03T21:41:00Z,Control,2023-06-03
TMP_FW_D5_20230603,20230608,10.05,0.36,NA,NA,TMP,FW,D5,NA,NA,2023-06-03,15:52:00,2023-06-03T22:52:00Z,Freshwater,2023-06-03
TMP_FW_I5_20230603,20230608,11.05,0.4,NA,NA,TMP,FW,I5,NA,NA,2023-06-03,16:09:00,2023-06-03T23:09:00Z,Freshwater,2023-06-03
TMP_FW_D5_20230605,20230608,5.19,0.2,NA,blank is ≥ 25% of sample value,TMP,FW,D5,NA,NA,2023-06-05,11:59:00,2023-06-05T18:59:00Z,Freshwater,2023-06-05
TMP_SW_B4_20230603,20230608,67.48,1.45,NA,NA,TMP,SW,B4,NA,NA,2023-06-03,15:06:00,2023-06-03T22:06:00Z,Estuarine-water,2023-06-03
TMP_FW_B4_20230606,20230609,5.93,0.67,NA,NA,TMP,FW,B4,NA,NA,2023-06-06,16:30:00,2023-06-06T23:30:00Z,Freshwater,2023-06-06
TMP_FW_H3_20230606,20230609,4.16,0.19,NA,blank is ≥ 25% of sample value,TMP,FW,H3,NA,NA,2023-06-06,18:00:00,2023-06-07T01:00:00Z,Freshwater,2023-06-06
TMP_FW_I5_20230606,20230609,4.44,0.24,NA,blank is ≥ 25% of sample value,TMP,FW,I5,NA,NA,2023-06-06,17:45:00,2023-06-07T00:45:00Z,Freshwater,2023-06-06
TMP_FW_F4_20230606,20230609,5.71,0.28,NA,blank is ≥ 25% of sample value,TMP,FW,F4,NA,NA,2023-06-06,17:16:00,2023-06-07T00:16:00Z,Freshwater,2023-06-06
TMP_FW_D5_20230606,20230609,5.95,0.25,NA,blank is ≥ 25% of sample value,TMP,FW,D5,NA,NA,2023-06-06,16:50:00,2023-06-06T23:50:00Z,Freshwater,2023-06-06
TMP_FW_F4_20230606_0800,20230609,7.44,0.3,NA,NA,TMP,FW,F4,NA,NA,2023-06-06,17:16:00,2023-06-07T00:16:00Z,Freshwater,2023-06-06
TMP_FW_C3_20230607_0800,20230609,6.18,0.31,NA,NA,TMP,FW,C3,NA,NA,2023-06-07,17:34:00,2023-06-08T00:34:00Z,Freshwater,2023-06-07
TMP_FW_C3_20230607_0800,20230609,6.18,0.31,NA,NA,TMP,FW,C3,NA,NA,2023-06-07,09:02:00,2023-06-07T16:02:00Z,Freshwater,2023-06-07
TMP_FW_I5_20230607_0800,20230609,7.46,0.46,NA,NA,TMP,FW,I5,NA,NA,2023-06-07,17:04:00,2023-06-08T00:04:00Z,Freshwater,2023-06-07
TMP_FW_I5_20230607_0800,20230609,7.46,0.46,NA,NA,TMP,FW,I5,NA,NA,2023-06-07,08:01:00,2023-06-07T15:01:00Z,Freshwater,2023-06-07
TMP_FW_H3_20230607_0800,20230609,4.69,0.23,NA,blank is ≥ 25% of sample value,TMP,FW,H3,NA,NA,2023-06-07,16:54:00,2023-06-07T23:54:00Z,Freshwater,2023-06-07
TMP_FW_H3_20230607_0800,20230609,4.69,0.23,NA,blank is ≥ 25% of sample value,TMP,FW,H3,NA,NA,2023-06-07,08:27:00,2023-06-07T15:27:00Z,Freshwater,2023-06-07
TMP_FW_H6_20230607_0800,20230609,8.28,0.41,NA,NA,TMP,FW,H6,NA,NA,2023-06-07,16:43:00,2023-06-07T23:43:00Z,Freshwater,2023-06-07
TMP_FW_H6_20230607_0800,20230609,8.28,0.41,NA,NA,TMP,FW,H6,NA,NA,2023-06-07,08:15:00,2023-06-07T15:15:00Z,Freshwater,2023-06-07
TMP_FW_D5_20230607_0800,20230609,7.08,0.24,NA,blank is ≥ 25% of sample value,TMP,FW,D5,NA,NA,2023-06-07,18:05:00,2023-06-08T01:05:00Z,Freshwater,2023-06-07
TMP_FW_D5_20230607_0800,20230609,7.08,0.24,NA,blank is ≥ 25% of sample value,TMP,FW,D5,NA,NA,2023-06-07,09:21:00,2023-06-07T16:21:00Z,Freshwater,2023-06-07
TMP_FW_D5_20230607_1600,20230609,5.98,0.24,NA,blank is ≥ 25% of sample value,TMP,FW,D5,NA,NA,2023-06-07,18:05:00,2023-06-08T01:05:00Z,Freshwater,2023-06-07
TMP_FW_D5_20230607_1600,20230609,5.98,0.24,NA,blank is ≥ 25% of sample value,TMP,FW,D5,NA,NA,2023-06-07,09:21:00,2023-06-07T16:21:00Z,Freshwater,2023-06-07
TMP_FW_H6_20230607_1600,20230609,8.16,0.54,NA,NA,TMP,FW,H6,NA,NA,2023-06-07,16:43:00,2023-06-07T23:43:00Z,Freshwater,2023-06-07
TMP_FW_H6_20230607_1600,20230609,8.16,0.54,NA,NA,TMP,FW,H6,NA,NA,2023-06-07,08:15:00,2023-06-07T15:15:00Z,Freshwater,2023-06-07
TMP_FW_H3_20230607_1600,20230609,4.17,0.21,NA,blank is ≥ 25% of sample value,TMP,FW,H3,NA,NA,2023-06-07,16:54:00,2023-06-07T23:54:00Z,Freshwater,2023-06-07
TMP_FW_H3_20230607_1600,20230609,4.17,0.21,NA,blank is ≥ 25% of sample value,TMP,FW,H3,NA,NA,2023-06-07,08:27:00,2023-06-07T15:27:00Z,Freshwater,2023-06-07
TMP_FW_I5_20230607_1600,20230609,4.08,0.18,NA,blank is ≥ 25% of sample value,TMP,FW,I5,NA,NA,2023-06-07,17:04:00,2023-06-08T00:04:00Z,Freshwater,2023-06-07
TMP_FW_I5_20230607_1600,20230609,4.08,0.18,NA,blank is ≥ 25% of sample value,TMP,FW,I5,NA,NA,2023-06-07,08:01:00,2023-06-07T15:01:00Z,Freshwater,2023-06-07
TMP_FW_F4_20230607_1600,20230609,4.65,0.2,NA,blank is ≥ 25% of sample value,TMP,FW,F4,NA,NA,2023-06-07,17:54:00,2023-06-08T00:54:00Z,Freshwater,2023-06-07
TMP_FW_F4_20230607_1600,20230609,4.65,0.2,NA,blank is ≥ 25% of sample value,TMP,FW,F4,NA,NA,2023-06-07,08:40:00,2023-06-07T15:40:00Z,Freshwater,2023-06-07
TMP_FW_C3_20230607_1600,20230609,4.51,0.19,NA,blank is ≥ 25% of sample value,TMP,FW,C3,NA,NA,2023-06-07,17:34:00,2023-06-08T00:34:00Z,Freshwater,2023-06-07
TMP_FW_C3_20230607_1600,20230609,4.51,0.19,NA,blank is ≥ 25% of sample value,TMP,FW,C3,NA,NA,2023-06-07,09:02:00,2023-06-07T16:02:00Z,Freshwater,2023-06-07
TMP_FW_B4_20230607_1600,20230609,4.75,0.26,NA,blank is ≥ 25% of sample value,TMP,FW,B4,NA,NA,2023-06-07,17:23:00,2023-06-08T00:23:00Z,Freshwater,2023-06-07
TMP_SW_D5_20230606,20230609,4.14,0.29,NA,NA,TMP,SW,D5,NA,NA,2023-06-06,17:48:00,2023-06-07T00:48:00Z,Estuarine-water,2023-06-06
TMP_SW_E3_20230606,20230609,3.77,0.28,NA,blank is ≥ 25% of sample value,TMP,SW,E3,NA,NA,2023-06-06,16:58:00,2023-06-06T23:58:00Z,Estuarine-water,2023-06-06
TMP_SW_C3_20230606,20230609,8.3,0.4,NA,NA,TMP,SW,C3,NA,NA,2023-06-06,16:19:00,2023-06-06T23:19:00Z,Estuarine-water,2023-06-06
TMP_SW_C3_20230607_0800,20230609,6.15,0.37,NA,NA,TMP,SW,C3,NA,NA,2023-06-07,17:33:00,2023-06-08T00:33:00Z,Estuarine-water,2023-06-07
TMP_SW_C3_20230607_0800,20230609,6.15,0.37,NA,NA,TMP,SW,C3,NA,NA,2023-06-07,08:51:00,2023-06-07T15:51:00Z,Estuarine-water,2023-06-07
TMP_SW_B4_20230607_0800,20230609,4.18,0.29,NA,NA,TMP,SW,B4,NA,NA,2023-06-07,17:23:00,2023-06-08T00:23:00Z,Estuarine-water,2023-06-07
TMP_SW_B4_20230607_0800,20230609,4.18,0.29,NA,NA,TMP,SW,B4,NA,NA,2023-06-07,09:02:00,2023-06-07T16:02:00Z,Estuarine-water,2023-06-07
TMP_SW_D5_20230607_0800,20230609,3.87,0.28,NA,blank is ≥ 25% of sample value,TMP,SW,D5,NA,NA,2023-06-07,17:11:00,2023-06-08T00:11:00Z,Estuarine-water,2023-06-07
TMP_SW_D5_20230607_0800,20230609,3.87,0.28,NA,blank is ≥ 25% of sample value,TMP,SW,D5,NA,NA,2023-06-07,09:25:00,2023-06-07T16:25:00Z,Estuarine-water,2023-06-07
TMP_SW_E3_20230607_0800,20230609,3.82,0.29,NA,NA,TMP,SW,E3,NA,NA,2023-06-07,17:03:00,2023-06-08T00:03:00Z,Estuarine-water,2023-06-07
TMP_SW_E3_20230607_0800,20230609,3.82,0.29,NA,NA,TMP,SW,E3,NA,NA,2023-06-07,08:32:00,2023-06-07T15:32:00Z,Estuarine-water,2023-06-07
TMP_SW_I5_20230607_1600,20230609,11.37,0.72,NA,NA,TMP,SW,I5,NA,NA,2023-06-07,16:45:00,2023-06-07T23:45:00Z,Estuarine-water,2023-06-07
TMP_SW_E3_20230607_1600,20230609,3.79,0.25,NA,blank is ≥ 25% of sample value,TMP,SW,E3,NA,NA,2023-06-07,17:03:00,2023-06-08T00:03:00Z,Estuarine-water,2023-06-07
TMP_SW_E3_20230607_1600,20230609,3.79,0.25,NA,blank is ≥ 25% of sample value,TMP,SW,E3,NA,NA,2023-06-07,08:32:00,2023-06-07T15:32:00Z,Estuarine-water,2023-06-07
TMP_SW_B4_20230607_1600,20230609,4.27,0.36,NA,NA,TMP,SW,B4,NA,NA,2023-06-07,17:23:00,2023-06-08T00:23:00Z,Estuarine-water,2023-06-07
TMP_SW_B4_20230607_1600,20230609,4.27,0.36,NA,NA,TMP,SW,B4,NA,NA,2023-06-07,09:02:00,2023-06-07T16:02:00Z,Estuarine-water,2023-06-07
TMP_SW_C3_20230607_1600,20230609,5.71,0.34,NA,NA,TMP,SW,C3,NA,NA,2023-06-07,17:33:00,2023-06-08T00:33:00Z,Estuarine-water,2023-06-07
TMP_SW_C3_20230607_1600,20230609,5.71,0.34,NA,NA,TMP,SW,C3,NA,NA,2023-06-07,08:51:00,2023-06-07T15:51:00Z,Estuarine-water,2023-06-07
TMP_SW_D5_20230607_1600,20230609,4.04,0.32,NA,NA,TMP,SW,D5,NA,NA,2023-06-07,17:11:00,2023-06-08T00:11:00Z,Estuarine-water,2023-06-07
TMP_SW_D5_20230607_1600,20230609,4.04,0.32,NA,NA,TMP,SW,D5,NA,NA,2023-06-07,09:25:00,2023-06-07T16:25:00Z,Estuarine-water,2023-06-07
TMP_FW_C3_20230608,20230622,4.95,0.27,NA,blank is ≥ 25% of sample value,TMP,FW,C3,NA,NA,2023-06-08,16:13:00,2023-06-08T23:13:00Z,Freshwater,2023-06-08
TMP_FW_I5_20230608,20230622,6.64,0.49,NA,NA,TMP,FW,I5,NA,NA,2023-06-08,15:28:00,2023-06-08T22:28:00Z,Freshwater,2023-06-08
TMP_FW_D5_20230608,20230622,5.88,0.27,NA,blank is ≥ 25% of sample value,TMP,FW,D5,NA,NA,2023-06-08,15:55:00,2023-06-08T22:55:00Z,Freshwater,2023-06-08
TMP_FW_F4_20230608,20230622,5.57,0.28,NA,blank is ≥ 25% of sample value,TMP,FW,F4,NA,NA,2023-06-08,16:32:00,2023-06-08T23:32:00Z,Freshwater,2023-06-08
TMP_FW_H6_20230608,20230622,8.49,0.4,NA,NA,TMP,FW,H6,NA,NA,2023-06-08,15:43:00,2023-06-08T22:43:00Z,Freshwater,2023-06-08
TMP_FW_D5_20230612,20230622,6.77,0.3,NA,blank is ≥ 25% of sample value,TMP,FW,D5,NA,NA,2023-06-12,09:44:00,2023-06-12T16:44:00Z,Freshwater,2023-06-12
TMP_FW_I5_20230612,20230622,8.2,0.39,NA,NA,TMP,FW,I5,NA,NA,2023-06-12,10:09:00,2023-06-12T17:09:00Z,Freshwater,2023-06-12
TMP_FW_POOL_20230608,20230622,6,0.2,pooled sample,pooled sample,TMP,FW,POOL,NA,NA,2023-06-08,11:59:00,2023-06-08T18:59:00Z,Freshwater,2023-06-08
TMP_FW_POOL_20230612,20230622,7.18,0.41,pooled sample,pooled sample,TMP,FW,POOL,NA,NA,2023-06-12,11:59:00,2023-06-12T18:59:00Z,Freshwater,2023-06-12
TMP_FW_POOL_20230607_1600,20230622,4.87,0.31,pooled sample,pooled sample,TMP,FW,POOL,NA,NA,2023-06-07,16:00:00,2023-06-07T23:00:00Z,Freshwater,2023-06-07
TMP_FW_POOL_20230607_0800,20230622,6.91,0.35,pooled sample,pooled sample,TMP,FW,POOL,NA,NA,2023-06-07,08:00:00,2023-06-07T15:00:00Z,Freshwater,2023-06-07
TMP_SW_D5_20230608,20230622,4.2,0.34,NA,blank is ≥ 25% of sample value,TMP,SW,D5,NA,NA,2023-06-08,14:35:00,2023-06-08T21:35:00Z,Estuarine-water,2023-06-08
TMP_SW_H6_20230608,20230622,4.39,0.39,NA,NA,TMP,SW,H6,NA,NA,2023-06-08,13:49:00,2023-06-08T20:49:00Z,Estuarine-water,2023-06-08
TMP_SW_B4_20230608,20230622,5.01,0.37,NA,NA,TMP,SW,B4,NA,NA,2023-06-08,14:15:00,2023-06-08T21:15:00Z,Estuarine-water,2023-06-08
TMP_SW_C3_20230608,20230622,6.32,0.43,NA,NA,TMP,SW,C3,NA,NA,2023-06-08,14:05:00,2023-06-08T21:05:00Z,Estuarine-water,2023-06-08
TMP_SW_E3_20230608,20230622,4.38,0.38,NA,NA,TMP,SW,E3,NA,NA,2023-06-08,13:30:00,2023-06-08T20:30:00Z,Estuarine-water,2023-06-08
TMP_SW_H6_20230612,20230622,5.19,0.42,NA,NA,TMP,SW,H6,NA,NA,2023-06-12,11:59:00,2023-06-12T18:59:00Z,Estuarine-water,2023-06-12
TMP_SW_E3_20230612,20230622,4.12,0.33,NA,blank is ≥ 25% of sample value,TMP,SW,E3,NA,NA,2023-06-12,08:55:00,2023-06-12T15:55:00Z,Estuarine-water,2023-06-12
TMP_SW_POOL_20230607_1600,20230622,5.8,0.49,pooled sample,pooled sample,TMP,SW,POOL,NA,NA,2023-06-07,16:00:00,2023-06-07T23:00:00Z,Estuarine-water,2023-06-07
TMP_SW_POOL_20230607_0800,20230622,5.39,0.39,pooled sample,pooled sample,TMP,SW,POOL,NA,NA,2023-06-07,08:00:00,2023-06-07T15:00:00Z,Estuarine-water,2023-06-07
TMP_SW_POOL_20230608,20230622,5.29,0.37,pooled sample,pooled sample,TMP,SW,POOL,NA,NA,2023-06-08,11:59:00,2023-06-08T18:59:00Z,Estuarine-water,2023-06-08
TMP_SW_POOL_20230608,20230622,8.93,0.43,pooled sample,pooled sample,TMP,SW,POOL,NA,NA,2023-06-08,11:59:00,2023-06-08T18:59:00Z,Estuarine-water,2023-06-08
TMP_C_H6_20230612,20230706,16.2,0.75,NA,NA,TMP,C,H6,NA,NA,2023-06-12,10:22:00,2023-06-12T17:22:00Z,Control,2023-06-12
TMP_FW_I5_20230614,20230706,10.73,0.42,NA,NA,TMP,FW,I5,NA,NA,2023-06-14,15:36:00,2023-06-14T22:36:00Z,Freshwater,2023-06-14
TMP_FW_C3_20230614,20230706,6.84,0.31,NA,NA,TMP,FW,C3,NA,NA,2023-06-14,15:02:00,2023-06-14T22:02:00Z,Freshwater,2023-06-14
TMP_FW_D5_20230614,20230706,8.14,0.35,NA,NA,TMP,FW,D5,NA,NA,2023-06-14,15:13:00,2023-06-14T22:13:00Z,Freshwater,2023-06-14
TMP_FW_I5_20230617,20230706,11.25,0.46,NA,NA,TMP,FW,I5,NA,NA,2023-06-17,12:25:00,2023-06-17T19:25:00Z,Freshwater,2023-06-17
TMP_FW_H6_20230617,20230706,10.84,0.52,NA,NA,TMP,FW,H6,NA,NA,2023-06-17,12:34:00,2023-06-17T19:34:00Z,Freshwater,2023-06-17
TMP_SW_C3_20230614,20230706,7.45,0.64,NA,NA,TMP,SW,C3,NA,NA,2023-06-14,12:01:00,2023-06-14T19:01:00Z,Estuarine-water,2023-06-14
TMP_SW_E3_20230614,20230706,5.14,0.3,NA,NA,TMP,SW,E3,NA,NA,2023-06-14,12:57:00,2023-06-14T19:57:00Z,Estuarine-water,2023-06-14
TMP_SW_H6_20230614,20230706,5.28,0.3,NA,NA,TMP,SW,H6,NA,NA,2023-06-14,13:18:00,2023-06-14T20:18:00Z,Estuarine-water,2023-06-14
TMP_SW_F6_20230614,20230706,4.09,0.34,NA,NA,TMP,SW,F6,NA,NA,2023-06-14,12:42:00,2023-06-14T19:42:00Z,Estuarine-water,2023-06-14
TMP_SW_D5_20230614,20230706,7.68,0.44,NA,NA,TMP,SW,D5,NA,NA,2023-06-14,12:28:00,2023-06-14T19:28:00Z,Estuarine-water,2023-06-14
TMP_SW_B4_20230614,20230706,7.82,0.48,NA,NA,TMP,SW,B4,NA,NA,2023-06-14,12:14:00,2023-06-14T19:14:00Z,Estuarine-water,2023-06-14
TMP_SW_E3_20230617,20230706,5.16,0.33,NA,NA,TMP,SW,E3,NA,NA,2023-06-17,10:57:00,2023-06-17T17:57:00Z,Estuarine-water,2023-06-17
TMP_SW_C3_20230617,20230706,9.14,0.91,NA,NA,TMP,SW,C3,NA,NA,2023-06-17,10:48:00,2023-06-17T17:48:00Z,Estuarine-water,2023-06-17
TMP_SW_B4_20230617,20230706,5.88,0.41,NA,NA,TMP,SW,B4,NA,NA,2023-06-17,11:33:00,2023-06-17T18:33:00Z,Estuarine-water,2023-06-17
TMP_SW_D5_20230617,20230706,4.57,0.35,NA,NA,TMP,SW,D5,NA,NA,2023-06-17,11:22:00,2023-06-17T18:22:00Z,Estuarine-water,2023-06-17
TMP_SW_POOL_20230614,20230706,6.49,0.47,pooled sample,pooled sample,TMP,SW,POOL,NA,NA,2023-06-14,11:59:00,2023-06-14T18:59:00Z,Estuarine-water,2023-06-14
TMP_SW_POOL_20230617,20230706,5,0.35,pooled sample,pooled sample,TMP,SW,POOL,NA,NA,2023-06-17,11:59:00,2023-06-17T18:59:00Z,Estuarine-water,2023-06-17
TMP_C_H6_20230628,20230706,19.3,0.67,NA,NA,TMP,C,H6,NA,NA,2023-06-28,14:54:00,2023-06-28T21:54:00Z,Control,2023-06-28
TMP_C_H3_20230628,20230706,20.53,2.1,NA,NA,TMP,C,H3,NA,NA,2023-06-28,14:33:00,2023-06-28T21:33:00Z,Control,2023-06-28
TMP_C_E3_20230628,20230706,10.14,0.38,NA,NA,TMP,C,E3,NA,NA,2023-06-28,15:48:00,2023-06-28T22:48:00Z,Control,2023-06-28
TMP_C_D5_20230628,20230706,9.77,0.32,NA,NA,TMP,C,D5,NA,NA,2023-06-28,15:12:00,2023-06-28T22:12:00Z,Control,2023-06-28
TMP_C_I5_20230628,20230706,17.09,0.48,NA,NA,TMP,C,I5,NA,NA,2023-06-28,14:40:00,2023-06-28T21:40:00Z,Control,2023-06-28
TMP_C_C3_20230628,20230706,11.68,0.36,NA,NA,TMP,C,C3,NA,NA,2023-06-28,11:59:00,2023-06-28T18:59:00Z,Control,2023-06-28
TMP_C_F6_20230628,20230706,17.37,0.49,NA,NA,TMP,C,F6,NA,NA,2023-06-28,15:04:00,2023-06-28T22:04:00Z,Control,2023-06-28
TMP_C_C6_20230628,20230706,12.88,0.43,NA,NA,TMP,C,C6,NA,NA,2023-06-28,15:24:00,2023-06-28T22:24:00Z,Control,2023-06-28
TMP_C_POOL_20230628,20230706,15.42,0.53,pooled sample,pooled sample,TMP,C,POOL,NA,NA,2023-06-28,11:59:00,2023-06-28T18:59:00Z,Control,2023-06-28
TMP_FW_B4_20230627,20230706,11.69,0.55,NA,NA,TMP,FW,B4,NA,NA,2023-06-27,12:02:00,2023-06-27T19:02:00Z,Freshwater,2023-06-27
TMP_FW_E3_20230627,20230706,7.34,0.35,NA,NA,TMP,FW,E3,NA,NA,2023-06-27,11:30:00,2023-06-27T18:30:00Z,Freshwater,2023-06-27
TMP_FW_F6_20230627,20230706,11.95,0.42,NA,NA,TMP,FW,F6,NA,NA,2023-06-27,11:40:00,2023-06-27T18:40:00Z,Freshwater,2023-06-27
TMP_FW_I5_20230627,20230706,13.21,0.5,NA,NA,TMP,FW,I5,NA,NA,2023-06-27,10:54:00,2023-06-27T17:54:00Z,Freshwater,2023-06-27
TMP_FW_C3_20230627,20230706,11.49,0.4,NA,NA,TMP,FW,C3,NA,NA,2023-06-27,12:11:00,2023-06-27T19:11:00Z,Freshwater,2023-06-27
TMP_FW_H3_20230627,20230706,6.84,0.3,NA,NA,TMP,FW,H3,NA,NA,2023-06-27,11:08:00,2023-06-27T18:08:00Z,Freshwater,2023-06-27
TMP_FW_F4_20230627,20230706,12.19,0.42,NA,NA,TMP,FW,F4,NA,NA,2023-06-27,11:17:00,2023-06-27T18:17:00Z,Freshwater,2023-06-27
TMP_FW_D5_20230627,20230706,13.08,0.36,NA,NA,TMP,FW,D5,NA,NA,2023-06-27,11:49:00,2023-06-27T18:49:00Z,Freshwater,2023-06-27
TMP_FW_POOL_20230627,20230706,11.16,0.44,pooled sample,pooled sample,TMP,FW,POOL,NA,NA,2023-06-27,11:59:00,2023-06-27T18:59:00Z,Freshwater,2023-06-27
TMP_SW_C6_20230627,20230706,3.78,0.25,NA,blank is ≥ 25% of sample value,TMP,SW,C6,NA,NA,2023-06-27,14:21:00,2023-06-27T21:21:00Z,Estuarine-water,2023-06-27
TMP_SW_D5_20230627,20230706,3.52,0.28,NA,NA,TMP,SW,D5,NA,NA,2023-06-27,14:12:00,2023-06-27T21:12:00Z,Estuarine-water,2023-06-27
TMP_SW_B4_20230627,20230706,6.73,0.48,NA,NA,TMP,SW,B4,NA,NA,2023-06-27,14:31:00,2023-06-27T21:31:00Z,Estuarine-water,2023-06-27
TMP_SW_C3_20230627,20230706,8.13,0.48,NA,NA,TMP,SW,C3,NA,NA,2023-06-27,14:42:00,2023-06-27T21:42:00Z,Estuarine-water,2023-06-27
TMP_SW_F4_20230627,20230706,6.51,0.36,NA,NA,TMP,SW,F4,NA,NA,2023-06-27,13:55:00,2023-06-27T20:55:00Z,Estuarine-water,2023-06-27
TMP_SW_H6_20230627,20230706,4.82,0.26,NA,blank is ≥ 25% of sample value,TMP,SW,H6,NA,NA,2023-06-27,13:17:00,2023-06-27T20:17:00Z,Estuarine-water,2023-06-27
TMP_SW_H3_20230627,20230706,4.37,0.31,NA,NA,TMP,SW,H3,NA,NA,2023-06-27,13:29:00,2023-06-27T20:29:00Z,Estuarine-water,2023-06-27
TMP_SW_E3_20230627,20230706,3.6,0.25,NA,blank is ≥ 25% of sample value,TMP,SW,E3,NA,NA,2023-06-27,13:39:00,2023-06-27T20:39:00Z,Estuarine-water,2023-06-27
TMP_SW_F6_20230627,20230706,3.83,0.3,NA,NA,TMP,SW,F6,NA,NA,2023-06-27,14:02:00,2023-06-27T21:02:00Z,Estuarine-water,2023-06-27
TMP_SW_POOL_20230627,20230706,5.85,0.47,pooled sample,pooled sample,TMP,SW,POOL,NA,NA,2023-06-27,11:59:00,2023-06-27T18:59:00Z,Estuarine-water,2023-06-27
TMP_C_H6_20230707,20230713,19.94,0.84,NA,NA,TMP,C,H6,NA,NA,2023-07-07,11:42:00,2023-07-07T18:42:00Z,Control,2023-07-01
TMP_C_I5_20230710,20230713,19.03,0.74,NA,NA,TMP,C,I5,NA,NA,2023-07-10,13:10:00,2023-07-10T20:10:00Z,Control,2023-07-01
TMP_C_H6_20230710,20230713,21.17,1.2,NA,NA,TMP,C,H6,NA,NA,2023-07-10,12:55:00,2023-07-10T19:55:00Z,Control,2023-07-01
TMP_FW_C3_20230710,20230713,13.4,0.46,NA,NA,TMP,FW,C3,NA,NA,2023-07-10,11:05:00,2023-07-10T18:05:00Z,Freshwater,2023-07-01
TMP_FW_I5_20230707,20230713,15.8,1.19,NA,NA,TMP,FW,I5,NA,NA,2023-07-07,09:20:00,2023-07-07T16:20:00Z,Freshwater,2023-07-01
TMP_FW_D5_20230710,20230713,14.07,0.52,NA,NA,TMP,FW,D5,NA,NA,2023-07-10,10:55:00,2023-07-10T17:55:00Z,Freshwater,2023-07-01
TMP_FW_F4_20230710,20230713,14.93,0.57,NA,NA,TMP,FW,F4,NA,NA,2023-07-10,10:35:00,2023-07-10T17:35:00Z,Freshwater,2023-07-01
TMP_FW_H6_20230710,20230713,14.53,0.68,NA,NA,TMP,FW,H6,NA,NA,2023-07-10,10:25:00,2023-07-10T17:25:00Z,Freshwater,2023-07-01
TMP_FW_POOL_20230707,20230713,14.35,0.69,pooled sample,pooled sample,TMP,FW,POOL,NA,NA,2023-07-07,11:59:00,2023-07-07T18:59:00Z,Freshwater,2023-07-01
TMP_SW_F6_20230707,20230713,4.3,0.35,NA,NA,TMP,SW,F6,NA,NA,2023-07-07,10:50:00,2023-07-07T17:50:00Z,Estuarine-water,2023-07-01
TMP_SW_B4_20230707,20230713,7.82,0.74,NA,NA,TMP,SW,B4,NA,NA,2023-07-07,10:20:00,2023-07-07T17:20:00Z,Estuarine-water,2023-07-01
TMP_SW_E3_20230707,20230713,4.3,0.31,NA,blank is ≥ 25% of sample value,TMP,SW,E3,NA,NA,2023-07-07,10:38:00,2023-07-07T17:38:00Z,Estuarine-water,2023-07-01
TMP_SW_C3_20230707,20230713,9.05,0.59,NA,NA,TMP,SW,C3,NA,NA,2023-07-07,10:31:00,2023-07-07T17:31:00Z,Estuarine-water,2023-07-01
