sample_name,rundate,doc_mg_l,tdn_mg_l,npoc_flag,tdn_flag,Event,Plot,Grid,Timepoint,Pool_Timepoint,date,time,datetime,plot,Group
TMP_SW_POOL_20230707,20230713,7.91,0.51,pooled sample,pooled sample,TMP,SW,POOL,NA,NA,2023-07-07,11:59:00,2023-07-07T18:59:00Z,Estuarine-water,2023-07-01
TMP_C_H6_20230807,20230824,16.67,0.68,NA,NA,TMP,C,H6,NA,NA,2023-08-07,11:49:00,2023-08-07T18:49:00Z,Control,2023-08-01
TMP_C_H3_20230807,20230824,17.57,0.6,NA,NA,TMP,C,H3,NA,NA,2023-08-07,12:00:00,2023-08-07T19:00:00Z,Control,2023-08-01
TMP_C_H6_20230810,20230824,17.54,0.65,NA,NA,TMP,C,H6,NA,NA,2023-08-10,10:08:00,2023-08-10T17:08:00Z,Control,2023-08-01
TMP_C_F4_20230810,20230824,19.54,0.72,NA,NA,TMP,C,F4,NA,NA,2023-08-10,10:27:00,2023-08-10T17:27:00Z,Control,2023-08-01
TMP_C_D5_20230810,20230824,10.96,0.43,NA,blank is ≥ 25% of sample value,TMP,C,D5,NA,NA,2023-08-10,10:49:00,2023-08-10T17:49:00Z,Control,2023-08-01
TMP_C_B4_20230810,20230824,14.75,0.51,NA,NA,TMP,C,B4,NA,NA,2023-08-10,11:01:00,2023-08-10T18:01:00Z,Control,2023-08-01
TMP_C_E3_20230810,20230824,11.71,0.45,NA,NA,TMP,C,E3,NA,NA,2023-08-10,10:36:00,2023-08-10T17:36:00Z,Control,2023-08-01
TMP_C_C6_20230810,20230824,15.05,0.51,NA,NA,TMP,C,C6,NA,NA,2023-08-10,10:53:00,2023-08-10T17:53:00Z,Control,2023-08-01
TMP_C_I5_20230810,20230824,20.34,0.6,NA,NA,TMP,C,I5,NA,NA,2023-08-10,09:57:00,2023-08-10T16:57:00Z,Control,2023-08-01
TMP_C_F6_20230810,20230824,22.34,0.67,NA,NA,TMP,C,F6,NA,NA,2023-08-10,10:17:00,2023-08-10T17:17:00Z,Control,2023-08-01
TMP_C_POOL_20230807,20230824,18.14,0.69,pooled sample,pooled sample,TMP,C,POOL,NA,20230807-20230810,2023-08-07,11:59:00,2023-08-07T18:59:00Z,Control,2023-08-01
TMP_FW_C3_20230807,20230824,13.2,0.55,NA,NA,TMP,FW,C3,NA,NA,2023-08-07,09:47:00,2023-08-07T16:47:00Z,Freshwater,2023-08-01
TMP_FW_E3_20230807,20230824,7.22,0.42,NA,blank is ≥ 25% of sample value,TMP,FW,E3,NA,NA,2023-08-07,09:41:00,2023-08-07T16:41:00Z,Freshwater,2023-08-01
TMP_FW_F4_20230807,20230824,12.12,0.52,NA,NA,TMP,FW,F4,NA,NA,2023-08-07,09:04:00,2023-08-07T16:04:00Z,Freshwater,2023-08-01
TMP_FW_D5_20230807,20230824,11.97,0.48,NA,NA,TMP,FW,D5,NA,NA,2023-08-07,09:20:00,2023-08-07T16:20:00Z,Freshwater,2023-08-01
TMP_FW_C6_20230807,20230824,7.51,0.42,NA,blank is ≥ 25% of sample value,TMP,FW,C6,NA,NA,2023-08-07,09:31:00,2023-08-07T16:31:00Z,Freshwater,2023-08-01
TMP_FW_I5_20230807,20230824,14.73,0.64,NA,NA,TMP,FW,I5,NA,NA,2023-08-07,08:45:00,2023-08-07T15:45:00Z,Freshwater,2023-08-01
TMP_FW_F6_20230810,20230824,15.04,1.61,NA,NA,TMP,FW,F6,NA,NA,2023-08-10,13:07:00,2023-08-10T20:07:00Z,Freshwater,2023-08-01
TMP_FW_B4_20230810,20230824,14,0.55,NA,NA,TMP,FW,B4,NA,NA,2023-08-10,13:34:00,2023-08-10T20:34:00Z,Freshwater,2023-08-01
TMP_FW_H3_20230810,20230824,9.2,0.42,NA,blank is ≥ 25% of sample value,TMP,FW,H3,NA,NA,2023-08-10,13:22:00,2023-08-10T20:22:00Z,Freshwater,2023-08-01
TMP_FW_POOL_20230807,20230824,13.13,0.7,pooled sample,pooled sample,TMP,FW,POOL,NA,20230807-20230810,2023-08-07,11:59:00,2023-08-07T18:59:00Z,Freshwater,2023-08-01
TMP_SW_I5_20230807,20230824,18.75,1.55,NA,NA,TMP,SW,I5,NA,NA,2023-08-07,11:59:00,2023-08-07T18:59:00Z,Estuarine-water,2023-08-01
TMP_SW_D5_20230807,20230824,19.92,0.66,NA,NA,TMP,SW,D5,NA,NA,2023-08-07,10:44:00,2023-08-07T17:44:00Z,Estuarine-water,2023-08-01
TMP_SW_B4_20230807,20230824,16.93,0.7,NA,NA,TMP,SW,B4,NA,NA,2023-08-07,10:58:00,2023-08-07T17:58:00Z,Estuarine-water,2023-08-01
TMP_SW_F6_20230807,20230824,9.42,0.43,NA,blank is ≥ 25% of sample value,TMP,SW,F6,NA,NA,2023-08-07,10:37:00,2023-08-07T17:37:00Z,Estuarine-water,2023-08-01
TMP_SW_C6_20230807,20230824,19.99,0.88,NA,NA,TMP,SW,C6,NA,NA,2023-08-07,10:53:00,2023-08-07T17:53:00Z,Estuarine-water,2023-08-01
TMP_SW_C3_20230807,20230824,9.68,0.58,NA,NA,TMP,SW,C3,NA,NA,2023-08-07,11:04:00,2023-08-07T18:04:00Z,Estuarine-water,2023-08-01
TMP_SW_E3_20230807,20230824,8.31,0.41,NA,blank is ≥ 25% of sample value,TMP,SW,E3,NA,NA,2023-08-07,10:25:00,2023-08-07T17:25:00Z,Estuarine-water,2023-08-01
TMP_SW_F4_20230810,20230824,37.24,1.23,NA,NA,TMP,SW,F4,NA,NA,2023-08-10,11:53:00,2023-08-10T18:53:00Z,Estuarine-water,2023-08-01
TMP_SW_I5_20230810,20230824,48.78,1.45,NA,NA,TMP,SW,I5,NA,NA,2023-08-10,12:14:00,2023-08-10T19:14:00Z,Estuarine-water,2023-08-01
TMP_SW_H6_20230810,20230824,49.79,1.55,NA,NA,TMP,SW,H6,NA,NA,2023-08-10,12:26:00,2023-08-10T19:26:00Z,Estuarine-water,2023-08-01
TMP_SW_C6_20230810,20230824,46.25,1.63,NA,NA,TMP,SW,C6,NA,NA,2023-08-10,11:31:00,2023-08-10T18:31:00Z,Estuarine-water,2023-08-01
TMP_SW_H3_20230810,20230824,40.67,1.35,NA,NA,TMP,SW,H3,NA,NA,2023-08-10,12:03:00,2023-08-10T19:03:00Z,Estuarine-water,2023-08-01
TMP_SW_E3_20230810,20230824,29.26,1,NA,NA,TMP,SW,E3,NA,NA,2023-08-10,11:42:00,2023-08-10T18:42:00Z,Estuarine-water,2023-08-01
TMP_SW_POOL_20230807,20230824,42.55,1.39,pooled sample,pooled sample,TMP,SW,POOL,NA,20230807-20230810,2023-08-07,11:59:00,2023-08-07T18:59:00Z,Estuarine-water,2023-08-01
TMP_C_I5_20231005,20231010,13.19,0.43,NA,NA,TMP,C,I5,NA,NA,2023-10-05,11:59:00,2023-10-05T18:59:00Z,Control,2023-10-01
TMP_FW_I5_20231005,20231010,25.54,2.69,NA,NA,TMP,FW,I5,NA,NA,2023-10-05,10:37:00,2023-10-05T17:37:00Z,Freshwater,2023-10-01
TMP_FW_H3_20231002,20231010,9.29,0.48,NA,NA,TMP,FW,H3,NA,NA,2023-10-02,09:51:00,2023-10-02T16:51:00Z,Freshwater,2023-10-01
TMP_SW_D5_20231002,20231010,23.07,0.75,NA,NA,TMP,SW,D5,NA,NA,2023-10-02,11:23:00,2023-10-02T18:23:00Z,Estuarine-water,2023-10-01
TMP_SW_F6_20231002,20231010,30.33,1.11,NA,NA,TMP,SW,F6,NA,NA,2023-10-02,11:16:00,2023-10-02T18:16:00Z,Estuarine-water,2023-10-01
TMP_SW_H3_20231002,20231010,53.81,1.86,NA,NA,TMP,SW,H3,NA,NA,2023-10-02,10:55:00,2023-10-02T17:55:00Z,Estuarine-water,2023-10-01
TMP_SW_C3_20231002,20231010,12.36,0.7,NA,NA,TMP,SW,C3,NA,NA,2023-10-02,11:38:00,2023-10-02T18:38:00Z,Estuarine-water,2023-10-01
TMP_FW_POOL_20231002,20231012,11.17,0.6,pooled sample,pooled sample,TMP,FW,POOL,NA,NA,2023-10-02,11:59:00,2023-10-02T18:59:00Z,Freshwater,2023-10-01
TMP_SW_F6_20231116,20231115,20.01,0.93,NA,NA,TMP,SW,F6,NA,NA,2023-11-16,11:48:00,2023-11-16T19:48:00Z,Estuarine-water,2023-11-01
TMP_C_B4_20231211,20231214,23.49,0.92,NA,NA,TMP,C,B4,NA,NA,2023-12-11,10:43:00,2023-12-11T18:43:00Z,Control,2023-12-01
TMP_C_H6_20231211,20231214,11.97,0.4,NA,NA,TMP,C,H6,NA,NA,2023-12-11,10:23:00,2023-12-11T18:23:00Z,Control,2023-12-01
TMP_C_H3_20231211,20231214,20.84,0.77,NA,NA,TMP,C,H3,NA,NA,2023-12-11,10:06:00,2023-12-11T18:06:00Z,Control,2023-12-01
TMP_C_I5_20231208,20231214,17.68,0.51,NA,NA,TMP,C,I5,NA,NA,2023-12-08,09:49:00,2023-12-08T17:49:00Z,Control,2023-12-01
TMP_FW_F6_20231208,20231214,14.66,0.45,NA,NA,TMP,FW,F6,NA,NA,2023-12-08,12:08:00,2023-12-08T20:08:00Z,Freshwater,2023-12-01
TMP_FW_D5_20231208,20231214,11.31,0.35,NA,NA,TMP,FW,D5,NA,NA,2023-12-08,11:26:00,2023-12-08T19:26:00Z,Freshwater,2023-12-01
TMP_FW_H3_20231208,20231214,8.48,0.29,NA,NA,TMP,FW,H3,NA,NA,2023-12-08,11:48:00,2023-12-08T19:48:00Z,Freshwater,2023-12-01
TMP_FW_F4_20231211,20231214,15.21,0.44,NA,NA,TMP,FW,F4,NA,NA,2023-12-11,13:18:00,2023-12-11T21:18:00Z,Freshwater,2023-12-01
TMP_FW_I5_20231208,20231214,16.98,0.57,NA,NA,TMP,FW,I5,NA,NA,2023-12-08,11:56:00,2023-12-08T19:56:00Z,Freshwater,2023-12-01
TMP_SW_B4_20231208,20231214,86.41,1.97,NA,NA,TMP,SW,B4,NA,NA,2023-12-08,10:31:00,2023-12-08T18:31:00Z,Estuarine-water,2023-12-01
TMP_SW_H3_20231208,20231214,26.05,0.79,NA,NA,TMP,SW,H3,NA,NA,2023-12-08,12:13:00,2023-12-08T20:13:00Z,Estuarine-water,2023-12-01
TMP_SW_F6_20231208,20231214,38.61,1.23,NA,NA,TMP,SW,F6,NA,NA,2023-12-08,10:49:00,2023-12-08T18:49:00Z,Estuarine-water,2023-12-01
TMP_SW_F6_20231211,20231214,34.86,1.09,NA,NA,TMP,SW,F6,NA,NA,2023-12-11,12:02:00,2023-12-11T20:02:00Z,Estuarine-water,2023-12-01
TMP_SW_B4_20231211,20231214,51.56,1.22,NA,NA,TMP,SW,B4,NA,NA,2023-12-11,11:49:00,2023-12-11T19:49:00Z,Estuarine-water,2023-12-01
TMP_SW_C6_20231211,20231214,12.3,0.56,NA,NA,TMP,SW,C6,NA,NA,2023-12-11,11:59:00,2023-12-11T19:59:00Z,Estuarine-water,2023-12-01
TMP_SW_C3_20231211,20231214,34.13,2.19,NA,NA,TMP,SW,C3,NA,NA,2023-12-11,11:45:00,2023-12-11T19:45:00Z,Estuarine-water,2023-12-01
TMP_SW_D5_20231211,20231214,32.69,0.98,NA,NA,TMP,SW,D5,NA,NA,2023-12-11,11:58:00,2023-12-11T19:58:00Z,Estuarine-water,2023-12-01
TMP_SW_POOL_T2,20220708,13.51,1.42,pooled sample,pooled sample,TMP,SW,POOL,T2,NA,2022-06-22,16:14:00,2022-06-22T23:14:00Z,Estuarine-water,2022-06-22
TMP_FW_B4_T2,20220708,16.87,1.63,blank is ≥ 25% of sample value,blank is ≥ 25% of sample value,TMP,FW,B4,T2,NA,2022-06-22,16:14:00,2022-06-22T23:14:00Z,Freshwater,2022-06-22
TMP_FW_F6_T3,20220708,NA,NA,omitted for high dilution and blank values,omitted for high dilution and blank values,TMP,FW,F6,T3,NA,2022-06-23,09:38:00,2022-06-23T16:38:00Z,Freshwater,2022-06-23
TMP_FW_I5_T3,20220708,13.92,0.58,NA,NA,TMP,FW,I5,T3,NA,2022-06-23,09:38:00,2022-06-23T16:38:00Z,Freshwater,2022-06-23
TMP_FW_D5_T3,20220708,6.94,0.29,NA,blank is ≥ 25% of sample value,TMP,FW,D5,T3,NA,2022-06-23,09:38:00,2022-06-23T16:38:00Z,Freshwater,2022-06-23
TMP_SW_H6_T2,20220708,15.52,1.65,blank is ≥ 25% of sample value,blank is ≥ 25% of sample value,TMP,SW,H6,T2,NA,2022-06-22,16:14:00,2022-06-22T23:14:00Z,Estuarine-water,2022-06-22
TMP_FW_D5_T2,20220708,5.9,0.28,NA,blank is ≥ 25% of sample value,TMP,FW,D5,T2,NA,2022-06-22,16:14:00,2022-06-22T23:14:00Z,Freshwater,2022-06-22
TMP_FW_POOL_T2,20220708,7.58,0.36,pooled sample,pooled sample,TMP,FW,POOL,T2,NA,2022-06-22,16:14:00,2022-06-22T23:14:00Z,Freshwater,2022-06-22
TMP_FW_E3_T1,20220708,6.03,0.3,NA,blank is ≥ 25% of sample value,TMP,FW,E3,T1,NA,2022-06-22,12:45:00,2022-06-22T19:45:00Z,Freshwater,2022-06-22
TMP_SW_F6_T1,20220708,10.4,0.57,NA,blank is ≥ 25% of sample value,TMP,SW,F6,T1,NA,2022-06-22,12:47:00,2022-06-22T19:47:00Z,Estuarine-water,2022-06-22
TMP_SW_C6_T3,20220708,7.42,0.78,NA,NA,TMP,SW,C6,T3,NA,2022-06-23,09:41:00,2022-06-23T16:41:00Z,Estuarine-water,2022-06-23
TMP_FW_H6_T1,20220729,NA,NA,omitted for high dilution and blank values,omitted for high dilution and blank values,TMP,FW,H6,T1,NA,2022-06-22,12:45:00,2022-06-22T19:45:00Z,Freshwater,2022-06-22
TMP_FW_B4_T1,20220729,NA,NA,omitted for high dilution and blank values,omitted for high dilution and blank values,TMP,FW,B4,T1,NA,2022-06-22,12:45:00,2022-06-22T19:45:00Z,Freshwater,2022-06-22
TMP_FW_F6_T1,20220729,NA,NA,omitted for high dilution and blank values,omitted for high dilution and blank values,TMP,FW,F6,T1,NA,2022-06-22,12:45:00,2022-06-22T19:45:00Z,Freshwater,2022-06-22
TMP_FW_C6_T2,20220729,NA,NA,omitted for high dilution and blank values,omitted for high dilution and blank values,TMP,FW,C6,T2,NA,2022-06-22,16:14:00,2022-06-22T23:14:00Z,Freshwater,2022-06-22
TMP_C_H6_T2,20220729,19.16,0.59,NA,blank is ≥ 25% of sample value,TMP,C,H6,T2,NA,2022-06-22,16:34:00,2022-06-22T23:34:00Z,Control,2022-06-22
TMP_SW_H3_20220721,20220803,86.27,2.94,NA,NA,TMP,SW,H3,T5,NA,2022-07-21,12:28:00,2022-07-21T19:28:00Z,Estuarine-water,2022-07-01
TMP_C_B4_20220518,NA,18.19,NA,average value of multiple aliquots,replicates greater than 25% different,TMP,C,B4,NA,NA,2022-05-18,11:59:00,2022-05-18T18:59:00Z,Control,2022-05-01
TMP_C_C6_20220518,NA,9.235,0.365,average value of multiple aliquots,average value of multiple aliquots,TMP,C,C6,NA,NA,2022-05-18,11:59:00,2022-05-18T18:59:00Z,Control,2022-05-01
TMP_C_E3_20220518,NA,9.879999999999999,0.5349999999999999,average value of multiple aliquots,average value of multiple aliquots,TMP,C,E3,NA,NA,2022-05-18,11:59:00,2022-05-18T18:59:00Z,Control,2022-05-01
TMP_C_F6_20220518,NA,7.459999999999999,0.335,average value of multiple aliquots,average value of multiple aliquots,TMP,C,F6,NA,NA,2022-05-18,11:59:00,2022-05-18T18:59:00Z,Control,2022-05-01
TMP_C_H3_20220518,NA,NA,NA,replicates greater than 25% different,replicates greater than 25% different,TMP,C,H3,NA,NA,2022-05-18,11:59:00,2022-05-18T18:59:00Z,Control,2022-05-01
TMP_C_I5_20220518,NA,9.385,NA,average value of multiple aliquots,replicates greater than 25% different,TMP,C,I5,NA,NA,2022-05-18,11:59:00,2022-05-18T18:59:00Z,Control,2022-05-01
TMP_FW_C3_20220520,NA,NA,NA,replicates greater than 25% different,replicates greater than 25% different,TMP,FW,C3,NA,NA,2022-05-20,11:59:00,2022-05-20T18:59:00Z,Freshwater,2022-05-01
TMP_FW_C3_20230606,NA,4.035,0.22499999999999998,average value of multiple aliquots,average value of multiple aliquots,TMP,FW,C3,NA,NA,2023-06-06,16:40:00,2023-06-06T23:40:00Z,Freshwater,2023-06-06
TMP_FW_C6_20220518,NA,21.68,NA,average value of multiple aliquots,replicates greater than 25% different,TMP,FW,C6,NA,NA,2022-05-18,11:59:00,2022-05-18T18:59:00Z,Freshwater,2022-05-01
TMP_FW_D5_20220518,NA,NA,NA,replicates greater than 25% different,replicates greater than 25% different,TMP,FW,D5,NA,NA,2022-05-18,11:59:00,2022-05-18T18:59:00Z,Freshwater,2022-05-01
TMP_FW_F4_20220518,NA,NA,NA,replicates greater than 25% different,replicates greater than 25% different,TMP,FW,F4,NA,NA,2022-05-18,11:59:00,2022-05-18T18:59:00Z,Freshwater,2022-05-01
TMP_FW_H3_20220518,NA,NA,NA,replicates greater than 25% different,replicates greater than 25% different,TMP,FW,H3,NA,NA,2022-05-18,11:59:00,2022-05-18T18:59:00Z,Freshwater,2022-05-01
TMP_SW_H3_20220811,NA,83.08,2.9699999999999998,average value of multiple aliquots,average value of multiple aliquots,TMP,SW,H3,NA,NA,2022-08-11,11:59:00,2022-08-11T18:59:00Z,Estuarine-water,2022-08-01
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,B4,T0,NA,2022-06-20,NA,NA,Control,2022-06-20
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,C3,T0,NA,2022-06-20,NA,NA,Control,2022-06-20
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,C6,T0,NA,2022-06-20,NA,NA,Control,2022-06-20
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,D5,T0,NA,2022-06-20,NA,NA,Control,2022-06-20
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,E3,T0,NA,2022-06-20,NA,NA,Control,2022-06-20
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,F4,T0,NA,2022-06-20,NA,NA,Control,2022-06-20
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,I5,T0,NA,2022-06-20,NA,NA,Control,2022-06-20
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,FW,B4,T0,NA,2022-06-20,NA,NA,Freshwater,2022-06-20
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,FW,C3,T0,NA,2022-06-20,NA,NA,Freshwater,2022-06-20
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,FW,D5,T0,NA,2022-06-20,NA,NA,Freshwater,2022-06-20
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,FW,E3,T0,NA,2022-06-20,NA,NA,Freshwater,2022-06-20
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,FW,F4,T0,NA,2022-06-20,NA,NA,Freshwater,2022-06-20
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,FW,F6,T0,NA,2022-06-20,NA,NA,Freshwater,2022-06-20
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,SW,B4,T0,NA,2022-06-20,NA,NA,Estuarine-water,2022-06-20
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,SW,C3,T0,NA,2022-06-20,NA,NA,Estuarine-water,2022-06-20
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,SW,D5,T0,NA,2022-06-20,NA,NA,Estuarine-water,2022-06-20
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,SW,E3,T0,NA,2022-06-20,NA,NA,Estuarine-water,2022-06-20
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,SW,F4,T0,NA,2022-06-20,NA,NA,Estuarine-water,2022-06-20
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,SW,F6,T0,NA,2022-06-20,NA,NA,Estuarine-water,2022-06-20
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,SW,H3,T0,NA,2022-06-20,NA,NA,Estuarine-water,2022-06-20
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,SW,H6,T0,NA,2022-06-20,NA,NA,Estuarine-water,2022-06-20
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,SW,I5,T0,NA,2022-06-20,NA,NA,Estuarine-water,2022-06-20
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,B4,T1,NA,2022-06-22,NA,NA,Control,2022-06-22
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,C3,T1,NA,2022-06-22,NA,NA,Control,2022-06-22
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,C6,T1,NA,2022-06-22,NA,NA,Control,2022-06-22
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,D5,T1,NA,2022-06-22,NA,NA,Control,2022-06-22
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,E3,T1,NA,2022-06-22,NA,NA,Control,2022-06-22
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,F4,T1,NA,2022-06-22,NA,NA,Control,2022-06-22
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,F6,T1,NA,2022-06-22,NA,NA,Control,2022-06-22
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,H3,T1,NA,2022-06-22,NA,NA,Control,2022-06-22
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,H6,T1,NA,2022-06-22,NA,NA,Control,2022-06-22
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,I5,T1,NA,2022-06-22,NA,NA,Control,2022-06-22
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,SW,C6,T1,NA,2022-06-22,NA,NA,Estuarine-water,2022-06-22
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,SW,D5,T1,NA,2022-06-22,NA,NA,Estuarine-water,2022-06-22
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,SW,F4,T1,NA,2022-06-22,NA,NA,Estuarine-water,2022-06-22
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,SW,H3,T1,NA,2022-06-22,NA,NA,Estuarine-water,2022-06-22
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,SW,I5,T1,NA,2022-06-22,NA,NA,Estuarine-water,2022-06-22
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,B4,T2,NA,2022-06-22,NA,NA,Control,2022-06-22
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,C3,T2,NA,2022-06-22,NA,NA,Control,2022-06-22
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,C6,T2,NA,2022-06-22,NA,NA,Control,2022-06-22
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,D5,T2,NA,2022-06-22,NA,NA,Control,2022-06-22
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,E3,T2,NA,2022-06-22,NA,NA,Control,2022-06-22
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,F4,T2,NA,2022-06-22,NA,NA,Control,2022-06-22
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,F6,T2,NA,2022-06-22,NA,NA,Control,2022-06-22
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,H3,T2,NA,2022-06-22,NA,NA,Control,2022-06-22
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,I5,T2,NA,2022-06-22,NA,NA,Control,2022-06-22
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,SW,C6,T2,NA,2022-06-22,NA,NA,Estuarine-water,2022-06-22
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,C3,T3,NA,2022-06-23,NA,NA,Control,2022-06-23
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,D5,T3,NA,2022-06-23,NA,NA,Control,2022-06-23
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,E3,T3,NA,2022-06-23,NA,NA,Control,2022-06-23
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,F4,T3,NA,2022-06-23,NA,NA,Control,2022-06-23
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,F6,T3,NA,2022-06-23,NA,NA,Control,2022-06-23
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,H3,T3,NA,2022-06-23,NA,NA,Control,2022-06-23
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,SW,F4,T3,NA,2022-06-23,NA,NA,Estuarine-water,2022-06-23
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,SW,H3,T3,NA,2022-06-23,NA,NA,Estuarine-water,2022-06-23
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,B4,T4,NA,2022-06-24,NA,NA,Control,2022-06-24
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,C3,T4,NA,2022-06-24,NA,NA,Control,2022-06-24
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,C6,T4,NA,2022-06-24,NA,NA,Control,2022-06-24
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,F4,T4,NA,2022-06-24,NA,NA,Control,2022-06-24
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,C3,T5,NA,2022-07-21,NA,NA,Control,2022-07-01
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,E3,T5,NA,2022-07-21,NA,NA,Control,2022-07-01
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,C,F4,T5,NA,2022-07-21,NA,NA,Control,2022-07-01
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,FW,C3,T5,NA,2022-07-21,NA,NA,Freshwater,2022-07-01
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,FW,F4,T5,NA,2022-07-21,NA,NA,Freshwater,2022-07-01
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,FW,F6,T5,NA,2022-07-21,NA,NA,Freshwater,2022-07-01
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,FW,H3,T5,NA,2022-07-21,NA,NA,Freshwater,2022-07-01
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,SW,E3,T5,NA,2022-07-21,NA,NA,Estuarine-water,2022-07-01
Lysimeter Empty,NA,NA,NA,NA,NA,TMP,SW,H6,T5,NA,2022-07-21,NA,NA,Estuarine-water,2022-07-01
