plot,grid,evacuation_datetime,collection_datetime,mean_EC_uScm_15cm,min_EC_uScm_15cm,max_EC_uScm_15cm,doc_mg_l,tdn_mg_l,collection_date
Saltwater,B4,2023-06-12T13:35:00Z,2023-06-14T16:14:00Z,297.5939405610175,11,2075,7.82,0.48,2023-06-14
Saltwater,B4,2023-06-14T16:14:00Z,2023-06-17T15:33:00Z,263.83652689063723,10,1274,5.88,0.41,2023-06-17
Saltwater,B4,2023-06-23T16:39:00Z,2023-06-27T18:31:00Z,289.3354845215731,12,1870,6.73,0.48,2023-06-27
Saltwater,B4,2023-07-05T16:39:00Z,2023-07-07T14:20:00Z,202.15034841979661,7,933,7.82,0.74,2023-07-07
Saltwater,B4,2023-08-04T16:18:00Z,2023-08-07T14:58:00Z,124.0288685182622,9,445,16.93,0.7,2023-08-07
Saltwater,B4,2023-12-05T15:38:00Z,2023-12-08T15:31:00Z,92.0199797031612,14,293,86.41,1.97,2023-12-08
Saltwater,B4,2023-12-08T15:31:00Z,2023-12-11T16:49:00Z,94.27834467119636,14,376,51.56,1.22,2023-12-11
Saltwater,C3,2022-06-09T15:59:00Z,2022-06-13T15:59:00Z,82.69302081511111,0,284,23.65,0.99,2022-06-13
Saltwater,C3,2022-06-22T15:59:00Z,2022-06-22T16:47:00Z,575.5719063545151,16,2967,15.5,0.93,2022-06-22
Saltwater,C3,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,611.3615485564357,16,3061,8.48,0.5,2022-06-22
Saltwater,C3,2022-06-22T15:59:00Z,2022-06-23T13:41:00Z,535.9310874856228,16,3061,13.23,1.19,2022-06-23
Saltwater,C3,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,458.10335739660593,26,2064,14.34,1.36,2022-06-24
Saltwater,C3,2022-07-14T15:20:00Z,2022-07-18T16:05:00Z,183.32772083157562,17,680,9.15,0.47,2022-07-18
Saltwater,C3,2022-08-05T16:55:00Z,2022-08-08T17:56:00Z,135.46078384684887,25,447,16.19,0.6,2022-08-08
Saltwater,C3,2022-09-12T15:12:00Z,2022-09-15T15:58:00Z,83.04148126884016,11,262,21.94,3.06,2022-09-15
Saltwater,C3,2022-10-17T19:40:00Z,2022-10-19T20:20:00Z,88.30138694093877,11,177,14.76,0.51,2022-10-19
Saltwater,C3,2022-11-25T17:45:00Z,2022-11-28T19:02:00Z,98.87275108175942,18,189,23.28,0.94,2022-11-28
Saltwater,C3,2023-01-30T16:30:00Z,2023-02-02T17:30:00Z,93.11464597478061,23,240,45.24,1.47,2023-02-02
Saltwater,C3,2023-04-14T15:29:00Z,2023-04-17T13:38:00Z,99.46552537574892,26,266,53.19,1.59,2023-04-17
Saltwater,C3,2023-05-12T15:02:00Z,2023-05-15T19:37:00Z,89.38339014158325,20,167,53.12,1.41,2023-05-15
Saltwater,C3,2023-06-05T15:59:00Z,2023-06-06T20:19:00Z,220.89018781142548,0,2602,8.3,0.4,2023-06-06
Saltwater,C3,2023-06-06T20:19:00Z,2023-06-07T12:51:00Z,448.37062556660413,14,2847,6.15,0.37,2023-06-07
Saltwater,C3,2023-06-07T12:15:00Z,2023-06-07T21:33:00Z,626.8338298576781,0,2992,5.71,0.34,2023-06-07
Saltwater,C3,2023-06-07T21:33:00Z,2023-06-08T18:05:00Z,493.7399767577227,13,2879,6.32,0.43,2023-06-08
Saltwater,C3,2023-06-12T12:48:00Z,2023-06-14T16:01:00Z,298.76595070643526,11,2075,7.45,0.64,2023-06-14
Saltwater,C3,2023-06-14T16:01:00Z,2023-06-17T14:48:00Z,263.6995331465455,10,1274,9.14,0.91,2023-06-17
Saltwater,C3,2023-06-23T16:35:00Z,2023-06-27T18:42:00Z,289.2661704054446,12,1870,8.13,0.48,2023-06-27
Saltwater,C3,2023-07-05T16:35:00Z,2023-07-07T14:31:00Z,202.14896744836,7,933,9.05,0.59,2023-07-07
Saltwater,C3,2023-08-04T16:21:00Z,2023-08-07T15:04:00Z,124.01367989056955,9,445,9.68,0.58,2023-08-07
Saltwater,C3,2023-09-29T15:13:00Z,2023-10-02T15:38:00Z,85.70924251447553,5,314,12.36,0.7,2023-10-02
Saltwater,C3,2023-12-08T15:25:00Z,2023-12-11T16:45:00Z,94.27120241235663,14,376,34.13,2.19,2023-12-11
Saltwater,C6,2022-06-09T15:59:00Z,2022-06-15T15:59:00Z,84.32195702964266,0,286,21.12,0.97,2022-06-15
Saltwater,C6,2022-06-22T15:59:00Z,2022-06-23T13:41:00Z,535.9310874856228,16,3061,7.42,0.78,2022-06-23
Saltwater,C6,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,458.10335739660593,26,2064,10.46,0.84,2022-06-24
Saltwater,C6,2022-07-14T15:20:00Z,2022-07-18T16:05:00Z,183.32772083157562,17,680,19.29,5.07,2022-07-18
Saltwater,C6,2022-09-12T15:12:00Z,2022-09-15T15:58:00Z,83.04148126884016,11,262,54.58,1.84,2022-09-15
Saltwater,C6,2022-10-17T19:40:00Z,2022-10-19T20:20:00Z,88.30138694093877,11,177,45.83,2,2022-10-19
Saltwater,C6,2022-11-28T17:10:00Z,2022-12-01T17:46:00Z,100.5429179611092,21,191,44.24,3.32,2022-12-01
Saltwater,C6,2023-01-30T16:30:00Z,2023-02-02T17:30:00Z,93.11464597478061,23,240,39.86,1.82,2023-02-02
Saltwater,C6,2023-04-14T15:36:00Z,2023-04-17T13:54:00Z,99.4749814802343,26,266,34.28,1.19,2023-04-17
Saltwater,C6,2023-06-23T16:42:00Z,2023-06-27T18:21:00Z,289.3436783932502,12,1870,3.78,0.25,2023-06-27
Saltwater,C6,2023-08-04T16:23:00Z,2023-08-07T14:53:00Z,124.0384843914356,9,445,19.99,0.88,2023-08-07
Saltwater,C6,2023-08-07T15:59:00Z,2023-08-10T15:59:00Z,125.31574543256868,10,537,46.25,1.63,2023-08-10
Saltwater,C6,2023-12-08T16:59:00Z,2023-12-11T16:59:00Z,94.34059735930909,14,376,12.3,0.56,2023-12-11
Saltwater,D5,2022-06-09T15:59:00Z,2022-06-13T15:59:00Z,82.69302081511111,0,284,11.32,0.58,2022-06-13
Saltwater,D5,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,611.3615485564357,16,3061,4.66,0.4,2022-06-22
Saltwater,D5,2022-06-22T15:59:00Z,2022-06-23T13:41:00Z,535.9310874856228,16,3061,8.04,0.82,2022-06-23
Saltwater,D5,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,458.10335739660593,26,2064,11.09,0.78,2022-06-24
Saltwater,D5,2022-07-14T15:20:00Z,2022-07-18T16:05:00Z,183.32772083157562,17,680,6.11,0.44,2022-07-18
Saltwater,D5,2022-08-05T16:55:00Z,2022-08-08T17:56:00Z,135.46078384684887,25,447,24.83,1.11,2022-08-08
Saltwater,D5,2022-10-17T19:40:00Z,2022-10-19T20:20:00Z,88.30138694093877,11,177,37.03,1.04,2022-10-19
Saltwater,D5,2022-11-25T17:45:00Z,2022-11-28T19:02:00Z,98.87275108175942,18,189,43.48,1.24,2022-11-28
Saltwater,D5,2023-01-30T16:30:00Z,2023-02-02T17:30:00Z,93.11464597478061,23,240,52.63,1.54,2023-02-02
Saltwater,D5,2023-04-14T13:48:00Z,2023-04-17T14:01:00Z,99.32868369351817,26,266,58,1.72,2023-04-17
Saltwater,D5,2023-06-05T15:59:00Z,2023-06-06T21:48:00Z,248.0493741307401,0,2602,4.14,0.29,2023-06-06
Saltwater,D5,2023-06-06T21:48:00Z,2023-06-07T13:25:00Z,447.36363636363825,14,2886,3.87,0.28,2023-06-07
Saltwater,D5,2023-06-07T13:25:00Z,2023-06-07T21:11:00Z,630.7608695652211,0,2992,4.04,0.32,2023-06-07
Saltwater,D5,2023-06-07T21:11:00Z,2023-06-08T18:35:00Z,493.9723695227167,13,2895,4.2,0.34,2023-06-08
Saltwater,D5,2023-06-12T13:27:00Z,2023-06-14T16:28:00Z,297.5157814193886,11,2075,7.68,0.44,2023-06-14
Saltwater,D5,2023-06-14T16:28:00Z,2023-06-17T15:22:00Z,263.7931371636607,10,1274,4.57,0.35,2023-06-17
Saltwater,D5,2023-06-23T16:45:00Z,2023-06-27T18:12:00Z,289.35780590711124,12,1870,3.52,0.28,2023-06-27
Saltwater,D5,2023-08-04T16:25:00Z,2023-08-07T14:44:00Z,124.0756791424305,9,445,19.92,0.66,2023-08-07
Saltwater,D5,2023-09-29T15:22:00Z,2023-10-02T15:23:00Z,85.70782722370895,5,314,23.07,0.75,2023-10-02
Saltwater,D5,2023-12-08T15:43:00Z,2023-12-11T16:58:00Z,94.28180901989893,14,376,32.69,0.98,2023-12-11
Saltwater,E3,2022-06-09T15:59:00Z,2022-06-13T15:59:00Z,82.69302081511111,0,284,9.96,1,2022-06-13
Saltwater,E3,2022-06-22T15:59:00Z,2022-06-22T16:47:00Z,575.5719063545151,16,2967,4.9,0.44,2022-06-22
Saltwater,E3,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,611.3615485564357,16,3061,2.78,0.17,2022-06-22
Saltwater,E3,2022-06-22T15:59:00Z,2022-06-23T13:41:00Z,535.9310874856228,16,3061,6.41,0.41,2022-06-23
Saltwater,E3,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,458.10335739660593,26,2064,7.79,0.46,2022-06-24
Saltwater,E3,2022-08-05T15:59:00Z,2022-08-08T15:59:00Z,135.65749324063788,25,447,18.85,0.73,2022-08-08
Saltwater,E3,2022-09-12T15:12:00Z,2022-09-15T15:58:00Z,83.04148126884016,11,262,26.22,0.97,2022-09-15
Saltwater,E3,2022-11-28T17:10:00Z,2022-12-01T17:46:00Z,100.5429179611092,21,191,37.11,1.15,2022-12-01
Saltwater,E3,2023-01-30T16:30:00Z,2023-02-02T17:30:00Z,93.11464597478061,23,240,40.1,1.33,2023-02-02
Saltwater,E3,2023-04-14T13:38:00Z,2023-04-17T14:16:00Z,99.30538922155843,26,266,42.35,1.35,2023-04-17
Saltwater,E3,2023-06-05T15:59:00Z,2023-06-06T20:58:00Z,233.92259721204067,0,2602,3.77,0.28,2023-06-06
Saltwater,E3,2023-06-06T20:58:00Z,2023-06-07T12:32:00Z,441.6816776188628,14,2829,3.82,0.29,2023-06-07
Saltwater,E3,2023-06-07T12:23:00Z,2023-06-07T21:03:00Z,627.3522686673666,0,2992,3.79,0.25,2023-06-07
Saltwater,E3,2023-06-07T21:03:00Z,2023-06-08T17:30:00Z,499.1144815516544,13,2895,4.38,0.38,2023-06-08
Saltwater,E3,2023-06-08T17:30:00Z,2023-06-12T12:55:00Z,379.4125551741794,11,1932,4.12,0.33,2023-06-12
Saltwater,E3,2023-06-12T12:55:00Z,2023-06-14T16:57:00Z,298.03138258049273,11,2075,5.14,0.3,2023-06-14
Saltwater,E3,2023-06-14T16:57:00Z,2023-06-17T14:57:00Z,263.690413285538,10,1274,5.16,0.33,2023-06-17
Saltwater,E3,2023-06-23T16:47:00Z,2023-06-27T17:39:00Z,289.420487373933,12,1870,3.6,0.25,2023-06-27
Saltwater,E3,2023-07-05T18:35:00Z,2023-07-07T14:38:00Z,201.81781642796278,7,933,4.3,0.31,2023-07-07
Saltwater,E3,2023-08-04T16:36:00Z,2023-08-07T14:25:00Z,124.09093006088887,9,445,8.31,0.41,2023-08-07
Saltwater,E3,2023-08-07T15:59:00Z,2023-08-10T15:59:00Z,125.31574543256868,10,537,29.26,1,2023-08-10
Saltwater,F4,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,611.3615485564357,16,3061,10.66,0.53,2022-06-22
Saltwater,F4,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,458.10335739660593,26,2064,14.84,0.64,2022-06-24
Saltwater,F4,2022-07-14T15:20:00Z,2022-07-18T16:05:00Z,183.32772083157562,17,680,7.66,0.62,2022-07-18
Saltwater,F4,2022-08-05T16:55:00Z,2022-08-08T17:56:00Z,135.46078384684887,25,447,33.7,1.19,2022-08-08
Saltwater,F4,2023-01-30T16:30:00Z,2023-02-02T17:30:00Z,93.11464597478061,23,240,20.21,1.72,2023-02-02
Saltwater,F4,2023-06-23T16:49:00Z,2023-06-27T17:55:00Z,289.3357609837534,12,1870,6.51,0.36,2023-06-27
Saltwater,F4,2023-08-07T14:32:00Z,2023-08-10T15:53:00Z,125.09256469944836,10,537,37.24,1.23,2023-08-10
Saltwater,F6,2022-06-09T15:59:00Z,2022-06-15T15:59:00Z,84.32195702964266,0,286,13.87,0.88,2022-06-15
Saltwater,F6,2022-06-22T15:59:00Z,2022-06-22T16:47:00Z,575.5719063545151,16,2967,10.4,0.57,2022-06-22
Saltwater,F6,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,611.3615485564357,16,3061,5.09,0.36,2022-06-22
Saltwater,F6,2022-06-22T15:59:00Z,2022-06-23T13:41:00Z,535.9310874856228,16,3061,5.3,0.52,2022-06-23
Saltwater,F6,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,458.10335739660593,26,2064,5.81,0.39,2022-06-24
Saltwater,F6,2022-07-14T15:20:00Z,2022-07-18T16:05:00Z,183.32772083157562,17,680,4.94,0.41,2022-07-18
Saltwater,F6,2022-08-05T16:55:00Z,2022-08-08T17:56:00Z,135.46078384684887,25,447,12.87,0.66,2022-08-08
Saltwater,F6,2022-09-09T14:40:00Z,2022-09-12T15:20:00Z,69.52129846536334,6,214,13.25,0.61,2022-09-12
Saltwater,F6,2022-10-17T19:40:00Z,2022-10-19T20:20:00Z,88.30138694093877,11,177,44.55,1.46,2022-10-19
Saltwater,F6,2022-11-25T17:45:00Z,2022-11-28T19:02:00Z,98.87275108175942,18,189,42.99,1.39,2022-11-28
Saltwater,F6,2023-01-30T16:30:00Z,2023-02-02T17:30:00Z,93.11464597478061,23,240,42.55,1.45,2023-02-02
Saltwater,F6,2023-04-14T13:54:00Z,2023-04-17T14:06:00Z,99.3309102815975,26,266,42.05,1.4,2023-04-17
Saltwater,F6,2023-05-12T15:06:00Z,2023-05-15T19:59:00Z,89.37913236639348,20,167,50.96,1.67,2023-05-15
Saltwater,F6,2023-06-12T13:22:00Z,2023-06-14T16:42:00Z,297.4834336394759,11,2075,4.09,0.34,2023-06-14
Saltwater,F6,2023-06-23T16:56:00Z,2023-06-27T18:02:00Z,289.3407118645245,12,1870,3.83,0.3,2023-06-27
Saltwater,F6,2023-07-05T18:30:00Z,2023-07-07T14:50:00Z,201.8606438515232,7,933,4.3,0.35,2023-07-07
Saltwater,F6,2023-08-04T16:28:00Z,2023-08-07T14:37:00Z,124.08452320828854,9,445,9.42,0.43,2023-08-07
Saltwater,F6,2023-09-29T19:25:00Z,2023-10-02T15:16:00Z,85.57527999077215,5,314,30.33,1.11,2023-10-02
Saltwater,F6,2023-11-13T16:52:00Z,2023-11-16T16:48:00Z,77.29912875120809,5,274,20.01,0.93,2023-11-16
Saltwater,F6,2023-12-05T15:46:00Z,2023-12-08T15:49:00Z,92.0094429304735,14,293,38.61,1.23,2023-12-08
Saltwater,F6,2023-12-08T15:49:00Z,2023-12-11T17:02:00Z,94.29778253749032,14,376,34.86,1.09,2023-12-11
Saltwater,H3,2022-06-09T15:59:00Z,2022-06-15T15:59:00Z,84.32195702964266,0,286,20.06,0.06,2022-06-15
Saltwater,H3,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,611.3615485564357,16,3061,6.53,0.57,2022-06-22
Saltwater,H3,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,458.10335739660593,26,2064,5.83,0.49,2022-06-24
Saltwater,H3,2022-07-18T15:59:00Z,2022-07-21T15:59:00Z,154.3397435897382,23,471,86.27,2.94,2022-07-21
Saltwater,H3,2022-08-08T15:59:00Z,2022-08-11T15:59:00Z,127.2723707147041,21,338,83.08,2.97,2022-08-11
Saltwater,H3,2022-09-12T15:12:00Z,2022-09-15T15:58:00Z,83.04148126884016,11,262,86.81,2.78,2022-09-15
Saltwater,H3,2022-10-17T19:40:00Z,2022-10-19T20:20:00Z,88.30138694093877,11,177,109.2,4.39,2022-10-19
Saltwater,H3,2022-11-25T17:45:00Z,2022-11-28T19:02:00Z,98.87275108175942,18,189,35.85,1.08,2022-11-28
Saltwater,H3,2023-02-02T15:40:00Z,2023-02-06T15:55:00Z,90.53564414768452,23,246,24.3,0.95,2023-02-06
Saltwater,H3,2023-05-12T17:47:00Z,2023-05-15T20:05:00Z,89.39001823461894,20,167,24.18,0.84,2023-05-15
Saltwater,H3,2023-06-23T16:52:00Z,2023-06-27T17:29:00Z,289.43289379531296,12,1870,4.37,0.31,2023-06-27
Saltwater,H3,2023-08-07T15:59:00Z,2023-08-10T15:59:00Z,125.31574543256868,10,537,40.67,1.35,2023-08-10
Saltwater,H3,2023-09-29T15:28:00Z,2023-10-02T14:55:00Z,85.72442542922302,5,314,53.81,1.86,2023-10-02
Saltwater,H3,2023-12-05T15:57:00Z,2023-12-08T17:13:00Z,91.98610851555125,14,293,26.05,0.79,2023-12-08
Saltwater,H6,2022-06-22T15:59:00Z,2022-06-22T16:47:00Z,575.5719063545151,16,2967,7.25,0.37,2022-06-22
Saltwater,H6,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,611.3615485564357,16,3061,15.52,1.65,2022-06-22
Saltwater,H6,2022-06-22T15:59:00Z,2022-06-23T13:41:00Z,535.9310874856228,16,3061,7.4,0.39,2022-06-23
Saltwater,H6,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,458.10335739660593,26,2064,10.3,0.71,2022-06-24
Saltwater,H6,2022-08-05T16:55:00Z,2022-08-08T17:56:00Z,135.46078384684887,25,447,38.01,1.29,2022-08-08
Saltwater,H6,2022-09-12T15:12:00Z,2022-09-15T15:58:00Z,83.04148126884016,11,262,45.66,1.45,2022-09-15
Saltwater,H6,2022-10-17T19:40:00Z,2022-10-19T20:20:00Z,88.30138694093877,11,177,27.6,0.89,2022-10-19
Saltwater,H6,2022-11-25T17:45:00Z,2022-11-28T19:02:00Z,98.87275108175942,18,189,28.31,0.91,2022-11-28
Saltwater,H6,2023-01-30T16:30:00Z,2023-02-02T17:30:00Z,93.11464597478061,23,240,19.65,0.76,2023-02-02
Saltwater,H6,2023-04-14T15:59:00Z,2023-04-17T15:59:00Z,99.42805519053815,26,266,36.41,1.08,2023-04-17
Saltwater,H6,2023-05-12T17:36:00Z,2023-05-15T20:15:00Z,89.37875428341076,20,167,27.36,0.67,2023-05-15
Saltwater,H6,2023-06-07T20:34:00Z,2023-06-08T17:49:00Z,501.09313449632606,12,2926,4.39,0.39,2023-06-08
Saltwater,H6,2023-06-08T15:59:00Z,2023-06-12T15:59:00Z,379.6494858212777,11,1975,5.19,0.42,2023-06-12
Saltwater,H6,2023-06-12T13:17:00Z,2023-06-14T17:18:00Z,297.2068296953716,11,2075,5.28,0.3,2023-06-14
Saltwater,H6,2023-06-23T16:55:00Z,2023-06-27T17:17:00Z,289.50889048146917,12,1870,4.82,0.26,2023-06-27
Saltwater,H6,2023-08-07T14:06:00Z,2023-08-10T16:26:00Z,124.98932865055629,10,537,49.79,1.55,2023-08-10
Saltwater,I5,2022-06-09T15:59:00Z,2022-06-13T15:59:00Z,82.69302081511111,0,284,14.77,1.28,2022-06-13
Saltwater,I5,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,611.3615485564357,16,3061,11.85,1.25,2022-06-22
Saltwater,I5,2022-06-22T15:59:00Z,2022-06-23T13:41:00Z,535.9310874856228,16,3061,15.07,1.9,2022-06-23
Saltwater,I5,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,458.10335739660593,26,2064,15.9,1.5,2022-06-24
Saltwater,I5,2022-07-14T15:20:00Z,2022-07-18T16:05:00Z,183.32772083157562,17,680,15.02,1.07,2022-07-18
Saltwater,I5,2022-08-05T16:55:00Z,2022-08-08T17:56:00Z,135.46078384684887,25,447,20.27,0.82,2022-08-08
Saltwater,I5,2023-02-02T15:40:00Z,2023-02-06T15:55:00Z,90.53564414768452,23,246,85.4,3.13,2023-02-06
Saltwater,I5,2023-06-07T11:58:00Z,2023-06-07T20:45:00Z,626.130129779035,0,2992,11.37,0.72,2023-06-07
Saltwater,I5,2023-08-04T15:59:00Z,2023-08-07T15:59:00Z,123.92021133698358,9,446,18.75,1.55,2023-08-07
Saltwater,I5,2023-08-07T14:12:00Z,2023-08-10T16:14:00Z,125.01705110808363,10,537,48.78,1.45,2023-08-10
